"11/21/2017 21:47:59",2603,"11/21/2017 21:48:04",11850,"11/21/2017 21:48:16","D:\code\cc-script_0.0.6\tp1.3.labs.11-21-2017 21-47-48.png",,,
"11/21/2017 21:55:25",3067,"11/21/2017 21:55:30",13566,"11/21/2017 21:55:43","D:\code\cc-script_0.0.6\tp1.3.labs.11-21-2017 21-55-14.png",,,
"11/21/2017 22:03:03",2459,"11/21/2017 22:03:07",11795,"11/21/2017 22:03:19","D:\code\cc-script_0.0.6\tp1.3.labs.11-21-2017 22-02-52.png",,,
"11/21/2017 22:10:24",1482,"11/21/2017 22:10:28",8999,"11/21/2017 22:10:37","D:\code\cc-script_0.0.6\tp1.3.labs.11-21-2017 22-10-14.png",,,
"11/21/2017 22:17:43",2538,"11/21/2017 22:17:48",10786,"11/21/2017 22:17:58","D:\code\cc-script_0.0.6\tp1.3.labs.11-21-2017 22-17-32.png",,,
"11/21/2017 22:25:10",1472,"11/21/2017 22:25:14",7760,"11/21/2017 22:25:21","D:\code\cc-script_0.0.6\tp1.3.labs.11-21-2017 22-24-59.png",,,
"11/21/2017 22:42:36",5468,"11/21/2017 22:42:43",17986,"11/21/2017 22:43:01","D:\code\cc-script_0.0.6\tp1.3.labs.11-21-2017 22-42-25.png",,,
"11/21/2017 22:50:09",1489,"11/21/2017 22:50:13",7359,"11/21/2017 22:50:20","D:\code\cc-script_0.0.6\tp1.3.labs.11-21-2017 22-49-59.png",,,
"11/21/2017 22:57:28",2867,"11/21/2017 22:57:33",12988,"11/21/2017 22:57:46","D:\code\cc-script_0.0.6\tp1.3.labs.11-21-2017 22-57-18.png",,,
"11/21/2017 23:11:52",7109,"11/21/2017 23:12:01",12875,"11/21/2017 23:12:14","D:\code\cc-script_0.0.6\tp1.3.labs.11-21-2017 23-11-40.png",,,
"11/21/2017 23:19:19",2610,"11/21/2017 23:19:24",13466,"11/21/2017 23:19:37","D:\code\cc-script_0.0.6\tp1.3.labs.11-21-2017 23-19-09.png",,,
"11/21/2017 23:26:58",8413,"11/21/2017 23:27:09",11058,"11/21/2017 23:27:20","D:\code\cc-script_0.0.6\tp1.3.labs.11-21-2017 23-26-48.png",,,
"11/21/2017 23:44:31",2657,"11/21/2017 23:44:36",11761,"11/21/2017 23:44:48","D:\code\cc-script_0.0.6\tp1.3.labs.11-21-2017 23-44-20.png",,,
"11/21/2017 23:51:54",17532,"11/21/2017 23:52:14",13576,"11/21/2017 23:52:27","D:\code\cc-script_0.0.6\tp1.3.labs.11-21-2017 23-51-44.png",,,
"11/21/2017 23:59:49",2674,"11/21/2017 23:59:53",12594,"11/22/2017 00:00:06","D:\code\cc-script_0.0.6\tp1.3.labs.11-21-2017 23-59-38.png",,,
"11/22/2017 00:07:12",1474,"11/22/2017 00:07:16",7119,"11/22/2017 00:07:23","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 00-07-01.png",,,
"11/22/2017 00:14:33",3318,"11/22/2017 00:14:38",12340,"11/22/2017 00:14:51","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 00-14-22.png",,,
"11/22/2017 00:21:56",6067,"11/22/2017 00:22:05",6623,"11/22/2017 00:22:11","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 00-21-46.png",,,
"11/22/2017 00:29:18",2587,"11/22/2017 00:29:22",17241,"11/22/2017 00:29:39","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 00-29-07.png",,,
"11/22/2017 00:36:50",17481,"11/22/2017 00:37:09",7920,"11/22/2017 00:37:17","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 00-36-39.png",,,
"11/22/2017 00:44:26",2580,"11/22/2017 00:44:30",10497,"11/22/2017 00:44:41","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 00-44-15.png",,,
"11/22/2017 00:51:48",5852,"11/22/2017 00:51:56",8122,"11/22/2017 00:52:04","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 00-51-38.png",,,
"11/22/2017 00:59:09",8462,"11/22/2017 00:59:19",10424,"11/22/2017 00:59:30","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 00-58-59.png",,,
"11/22/2017 01:06:36",2595,"11/22/2017 01:06:40",14916,"11/22/2017 01:06:55","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 01-06-25.png",,,
"11/22/2017 01:14:29",6966,"11/22/2017 01:14:38",11334,"11/22/2017 01:14:49","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 01-14-18.png",,,
"11/22/2017 01:22:01",1611,"11/22/2017 01:22:05",8006,"11/22/2017 01:22:13","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 01-21-50.png",,,
"11/22/2017 01:29:20",15000,"11/22/2017 01:29:37",12043,"11/22/2017 01:29:49","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 01-29-09.png",,,
"11/22/2017 01:36:56",2667,"11/22/2017 01:37:01",14867,"11/22/2017 01:37:16","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 01-36-45.png",,,
"11/22/2017 01:44:24",6907,"11/22/2017 01:44:33",10728,"11/22/2017 01:44:44","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 01-44-14.png",,,
"11/22/2017 01:51:51",16470,"11/22/2017 01:52:09",7998,"11/22/2017 01:52:17","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 01-51-39.png",,,
"11/22/2017 01:59:29",8532,"11/22/2017 01:59:40",10301,"11/22/2017 01:59:50","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 01-59-19.png",,,
"11/22/2017 02:06:57",1584,"11/22/2017 02:07:01",7441,"11/22/2017 02:07:08","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 02-06-46.png",,,
"11/22/2017 02:14:15",2942,"11/22/2017 02:14:20",17819,"11/22/2017 02:14:38","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 02-14-04.png",,,
"11/22/2017 02:21:46",5708,"11/22/2017 02:21:54",7480,"11/22/2017 02:22:01","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 02-21-36.png",,,
"11/22/2017 02:29:17",2740,"11/22/2017 02:29:21",11193,"11/22/2017 02:29:33","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 02-29-05.png",,,
"11/22/2017 02:36:46",17568,"11/22/2017 02:37:06",8027,"11/22/2017 02:37:14","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 02-36-35.png",,,
"11/22/2017 02:44:20",5478,"11/22/2017 02:44:27",16537,"11/22/2017 02:44:44","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 02-44-09.png",,,
"11/22/2017 02:51:53",5725,"11/22/2017 02:52:00",9265,"11/22/2017 02:52:10","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 02-51-42.png",,,
"11/22/2017 02:59:23",2675,"11/22/2017 02:59:28",10433,"11/22/2017 02:59:39","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 02-59-13.png",,,
"11/22/2017 03:06:52",4582,"11/22/2017 03:06:59",8326,"11/22/2017 03:07:07","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 03-06-41.png",,,
"11/22/2017 03:14:13",2759,"11/22/2017 03:14:18",10447,"11/22/2017 03:14:29","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 03-14-03.png",,,
"11/22/2017 03:21:36",3670,"11/22/2017 03:21:41",7951,"11/22/2017 03:21:49","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 03-21-25.png",,,
"11/22/2017 03:28:58",6649,"11/22/2017 03:29:07",11027,"11/22/2017 03:29:18","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 03-28-48.png",,,
"11/22/2017 03:36:25",1549,"11/22/2017 03:36:29",7665,"11/22/2017 03:36:36","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 03-36-13.png",,,
"11/22/2017 03:43:58",6910,"11/22/2017 03:44:07",11544,"11/22/2017 03:44:19","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 03-43-48.png",,,
"11/22/2017 03:51:25",1524,"11/22/2017 03:51:29",9822,"11/22/2017 03:51:39","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 03-51-15.png",,,
"11/22/2017 03:58:45",2700,"11/22/2017 03:58:50",16812,"11/22/2017 03:59:07","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 03-58-34.png",,,
"11/22/2017 04:06:16",10732,"11/22/2017 04:06:29",8431,"11/22/2017 04:06:38","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 04-06-06.png",,,
"11/22/2017 04:13:53",2789,"11/22/2017 04:13:58",11698,"11/22/2017 04:14:10","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 04-13-41.png",,,
"11/22/2017 04:21:19",6651,"11/22/2017 04:21:28",8433,"11/22/2017 04:21:36","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 04-21-08.png",,,
"11/22/2017 04:28:56",5505,"11/22/2017 04:29:03",17105,"11/22/2017 04:29:20","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 04-28-45.png",,,
"11/22/2017 04:36:32",12022,"11/22/2017 04:36:46",8751,"11/22/2017 04:36:54","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 04-36-21.png",,,
"11/22/2017 04:44:09",2476,"11/22/2017 04:44:14",11135,"11/22/2017 04:44:25","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 04-43-59.png",,,
"11/22/2017 04:51:35",2714,"11/22/2017 04:51:40",8011,"11/22/2017 04:51:48","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 04-51-23.png",,,
"11/22/2017 04:58:54",2449,"11/22/2017 04:58:59",10436,"11/22/2017 04:59:09","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 04-58-44.png",,,
"11/22/2017 05:06:15",2576,"11/22/2017 05:06:19",7980,"11/22/2017 05:06:27","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 05-06-04.png",,,
"11/22/2017 05:13:45",3269,"11/22/2017 05:13:50",11205,"11/22/2017 05:14:01","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 05-13-33.png",,,
"11/22/2017 05:21:06",5682,"11/22/2017 05:21:14",8092,"11/22/2017 05:21:22","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 05-20-56.png",,,
"11/22/2017 05:28:30",2863,"11/22/2017 05:28:35",10989,"11/22/2017 05:28:46","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 05-28-19.png",,,
"11/22/2017 05:35:53",1482,"11/22/2017 05:35:57",9646,"11/22/2017 05:36:07","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 05-35-43.png",,,
"11/22/2017 05:43:11",2635,"11/22/2017 05:43:16",16485,"11/22/2017 05:43:32","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 05-43-01.png",,,
"11/22/2017 05:50:46",1471,"11/22/2017 05:50:50",8241,"11/22/2017 05:50:58","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 05-50-36.png",,,
"11/22/2017 05:58:12",2491,"11/22/2017 05:58:16",11057,"11/22/2017 05:58:27","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 05-58-01.png",,,
"11/22/2017 06:05:33",2604,"11/22/2017 06:05:38",7363,"11/22/2017 06:05:45","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 06-05-22.png",,,
"11/22/2017 06:12:53",13169,"11/22/2017 06:13:08",10882,"11/22/2017 06:13:19","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 06-12-41.png",,,
"11/22/2017 06:20:24",2631,"11/22/2017 06:20:29",8033,"11/22/2017 06:20:37","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 06-20-14.png",,,
"11/22/2017 06:27:48",2486,"11/22/2017 06:27:52",10822,"11/22/2017 06:28:03","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 06-27-37.png",,,
"11/22/2017 06:35:09",1617,"11/22/2017 06:35:13",7583,"11/22/2017 06:35:20","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 06-34-59.png",,,
"11/22/2017 06:42:27",2633,"11/22/2017 06:42:32",11407,"11/22/2017 06:42:43","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 06-42-17.png",,,
"11/22/2017 06:49:50",1557,"11/22/2017 06:49:53",7916,"11/22/2017 06:50:01","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 06-49-39.png",,,
"11/22/2017 06:57:09",5611,"11/22/2017 06:57:16",18109,"11/22/2017 06:57:34","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 06-56-57.png",,,
"11/22/2017 07:04:43",1492,"11/22/2017 07:04:47",8734,"11/22/2017 07:04:55","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 07-04-33.png",,,
"11/22/2017 07:12:11",2418,"11/22/2017 07:12:15",10844,"11/22/2017 07:12:26","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 07-12-00.png",,,
"11/22/2017 07:19:33",2611,"11/22/2017 07:19:38",8132,"11/22/2017 07:19:46","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 07-19-22.png",,,
"11/22/2017 07:26:53",3143,"11/22/2017 07:26:58",11863,"11/22/2017 07:27:10","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 07-26-42.png",,,
"11/22/2017 07:34:16",2629,"11/22/2017 07:34:20",7805,"11/22/2017 07:34:28","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 07-34-05.png",,,
"11/22/2017 07:41:37",2488,"11/22/2017 07:41:41",10516,"11/22/2017 07:41:52","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 07-41-26.png",,,
"11/22/2017 07:48:57",1491,"11/22/2017 07:49:00",7509,"11/22/2017 07:49:08","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 07-48-46.png",,,
"11/22/2017 07:56:17",4332,"11/22/2017 07:56:23",12022,"11/22/2017 07:56:35","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 07-56-06.png",,,
"11/22/2017 08:03:43",1493,"11/22/2017 08:03:47",7295,"11/22/2017 08:03:54","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 08-03-33.png",,,
"11/22/2017 08:11:01",2676,"11/22/2017 08:11:06",18383,"11/22/2017 08:11:24","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 08-10-51.png",,,
"11/22/2017 08:18:35",1427,"11/22/2017 08:18:38",8237,"11/22/2017 08:18:47","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 08-18-24.png",,,
"11/22/2017 08:26:04",2405,"11/22/2017 08:26:08",10885,"11/22/2017 08:26:19","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 08-25-53.png",,,
"11/22/2017 08:33:28",2852,"11/22/2017 08:33:32",6977,"11/22/2017 08:33:39","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 08-33-17.png",,,
"11/22/2017 08:40:47",2745,"11/22/2017 08:40:52",11496,"11/22/2017 08:41:03","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 08-40-37.png",,,
"11/22/2017 08:48:10",2526,"11/22/2017 08:48:14",7790,"11/22/2017 08:48:22","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 08-47-59.png",,,
"11/22/2017 08:55:33",2498,"11/22/2017 08:55:38",12060,"11/22/2017 08:55:50","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 08-55-23.png",,,
"11/22/2017 09:02:57",1508,"11/22/2017 09:03:00",7513,"11/22/2017 09:03:08","D:\code\cc-script_0.0.6\tp1.3.labs.11-22-2017 09-02-46.png",,,
