"chrome","06/29/2018 17:06:30",638
"ie","06/29/2018 17:07:38",4919
"ie","06/29/2018 17:15:53",5060
"chrome","06/29/2018 17:17:35",753
"ie","06/29/2018 17:25:18",4966
"chrome","06/29/2018 17:27:42",737
"ie","06/29/2018 17:35:32",5982
"chrome","06/29/2018 17:37:15",651
"chrome","06/29/2018 17:45:01",736
"ie","06/29/2018 17:46:11",5425
"chrome","06/29/2018 17:54:30",683
"ie","06/29/2018 17:55:48",4701
"chrome","06/29/2018 18:04:12",667
"ie","06/29/2018 18:05:26",4845
"ie","06/29/2018 18:13:42",5072
"chrome","06/29/2018 18:15:27",705
"chrome","06/29/2018 18:23:14",639
"ie","06/29/2018 18:24:25",5099
"ie","06/29/2018 18:32:52",4948
"chrome","06/29/2018 18:34:48",771
"chrome","06/29/2018 18:42:53",603
"ie","06/29/2018 18:43:58",5915
"ie","06/29/2018 18:52:18",5149
"chrome","06/29/2018 18:54:01",681
"ie","06/29/2018 19:01:45",4581
"chrome","06/29/2018 19:03:29",616
"ie","06/29/2018 19:11:26",4848
"chrome","06/29/2018 19:13:25",678
"chrome","06/29/2018 19:21:11",837
"ie","06/29/2018 19:22:22",5234
"ie","06/29/2018 19:30:36",4891
"chrome","06/29/2018 19:32:18",745
"chrome","06/29/2018 19:40:05",699
"ie","06/29/2018 19:41:20",5144
"chrome","06/29/2018 19:49:36",645
"ie","06/29/2018 19:51:03",5008
"chrome","06/29/2018 19:59:21",595
"ie","06/29/2018 20:00:31",5698
"ie","06/29/2018 20:08:48",4684
"chrome","06/29/2018 20:10:33",739
"chrome","06/29/2018 20:18:27",590
"ie","06/29/2018 20:19:37",4873
"ie","06/29/2018 20:28:10",4955
"chrome","06/29/2018 20:30:02",699
"chrome","06/29/2018 20:37:48",787
"ie","06/29/2018 20:38:58",6005
"ie","06/29/2018 20:47:16",5164
"chrome","06/29/2018 20:49:08",751
"ie","06/29/2018 20:56:53",5108
"chrome","06/29/2018 20:58:49",688
"chrome","06/29/2018 21:06:41",775
"ie","06/29/2018 21:07:52",5084
"chrome","06/29/2018 21:16:12",593
"ie","06/29/2018 21:17:21",4711
"chrome","06/29/2018 21:25:37",659
